genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_08327	-0.184233393	0.88404901	Not DE	juv	0.3326	7.201853345	6.531881732	7.322607021
TCM_08328	-0.420248622	0.695798813	Not DE	juv	0.001	172.8295418	121.3110628	156.9356485
TCM_08329	-0.636431126	0.629098059	Not DE	juv	NA	14.40863581	5.909741856	8.6012733
TCM_08330	0.124554121	0.904207323	Not DE	juv	99	17.35343297	19.96260937	17.98680488
TCM_08331	-0.248959302	0.747209275	Not DE	juv	0.003	125.6708131	123.1644575	142.4070784
TCM_08332	0.687449767	0.429601574	Not DE	juv	NA	8.161121149	10.71091699	6.67448019
TCM_08333	0.146055942	0.811058454	Not DE	juv	0.4369	31.8522502	80.97685923	73.86444334
TCM_08335	0.342055356	0.657203909	Not DE	juv	NA	10.49092837	9.39873365	7.452841768
TCM_08336	-7.503899191	0.00134253	M_biased	juv	0.5683	1.049214884	0.017528665	4.26490271
TCM_08338	-0.200027963	0.831049909	Not DE	juv	0.0733	125.8901682	87.94508281	97.64515145
TCM_08339	0.299707234	0.828475673	Not DE	juv	NA	59.59770424	18.05113419	14.47588713
TCM_08340	-0.238004808	0.786635323	Not DE	juv	0.0836	154.1979152	48.68901517	55.91572153
TCM_08341	-0.652853348	0.654809939	Not DE	juv	NA	1.717342005	0.794680568	1.232639787
TCM_08342	-0.769281314	0.433196774	Not DE	juv	NA	9.114888649	2.773968324	4.678838875
TCM_08343	-3.085539387	0.002412045	M_biased	juv	0.1104	2.34707665	0.850120614	7.275887223
TCM_08344	-0.223248503	0.850050457	Not DE	juv	0.0449	2.633541231	2.155599012	2.415639072
TCM_08345	0.006483945	0.994979388	Not DE	juv	0.2261	28.72383238	35.61422636	34.9469411
TCM_08346	-0.155571752	0.890776225	Not DE	juv	NA	38.60435386	33.53452499	36.6937383
TCM_08347	0.1106037	0.946474441	Not DE	juv	NA	2.749378467	2.164738607	2.018775938
TCM_08348	-0.278087962	0.729871258	Not DE	juv	0.001	59.06252914	42.36810533	49.58041378
TCM_08349	0.02458235	0.98071242	Not DE	juv	0.0752	78.86797578	71.16166321	68.01124107
TCM_08350	-0.388213412	0.679047869	Not DE	juv	0.3076	57.14208384	39.6758069	50.75269509
TCM_08351	0.489620241	0.647150973	Not DE	juv	0.2769	5.073701404	5.129007266	3.740386694
TCM_08352	-0.162816874	0.899876508	Not DE	juv	NA	4.191472824	4.456736722	5.053733268
TCM_08353	-0.729998766	0.684193884	Not DE	juv	0.3974	55.03224135	46.58069626	74.68263224
TCM_08354	-0.603951869	0.611824038	Not DE	juv	NA	36.19644023	19.0521497	27.3293069
TCM_08355	-0.505009669	0.792303047	Not DE	juv	NA	3.789672548	0.673295148	1.018660412
TCM_08356	0.403750113	0.579469093	Not DE	juv	0.1952	84.15357005	59.08869259	43.67886316
TCM_08358	-0.429461589	0.546867016	Not DE	juv	0.1788	102.990872	118.3007705	154.38276
TCM_08359	0.114158444	0.88404901	Not DE	juv	NA	44.76306297	64.59651515	58.2799763
TCM_08360	-2.47184739	0.034392345	M_biased	juv	0.2455	33.99412077	0.33773553	1.850582466
TCM_08361	-0.124408217	0.914327038	Not DE	juv	0.1861	11.02715435	9.998247848	10.71561017
TCM_08362	0.19062254	0.776073522	Not DE	juv	0.0684	45.86723897	40.4083995	35.14968372
TCM_08363	-0.415374615	0.808622386	Not DE	juv	NA	2.685340636	3.550598619	4.396358381
TCM_08364	0.199599621	0.840244242	Not DE	juv	NA	97.55472772	147.6826324	126.5630566
TCM_08365	-1.094608461	0.766624397	Not DE	juv	NA	4410.997719	594.8534632	1153.71835
TCM_08366	0.366446599	0.811029867	Not DE	juv	NA	5.938459751	12.71185166	9.653047631
TCM_08367	-0.684427258	0.63864232	Not DE	juv	NA	4.859444774	2.825820346	4.312780321
TCM_08368	-0.594291495	0.556229984	Not DE	juv	NA	33.35315607	20.56751449	29.97504342
TCM_08369	-0.361567748	0.615255805	Not DE	juv	0.2165	18.00094609	10.50673567	13.36029769
TCM_08370	-0.29856611	0.727157929	Not DE	juv	NA	34.90544961	42.61998118	50.5457428
TCM_08371	-0.315178919	0.745816929	Not DE	juv	0.0443	75.10122287	73.91187475	92.23715299
TCM_08372	1.049243337	0.564082364	Not DE	juv	NA	1.29177135	2.99239595	1.401786134
TCM_08373	0.757636663	0.636180682	Not DE	juv	NA	2.743211502	9.082964812	5.293561984
TCM_08374	0.11356793	0.913858172	Not DE	juv	NA	29.21564644	34.53616551	31.8455277
TCM_08375	-1.441394372	0.604297038	Not DE	juv	0.2926	300.325628	214.9597935	552.448268
TCM_08376	-1.034504032	0.576721648	Not DE	juv	NA	71.19649423	10.66108709	21.44322446
TCM_08377	-0.597767305	0.50823288	Not DE	juv	0.2213	8.404085892	8.157572332	12.37907711
TCM_08378	-0.093426664	0.92200727	Not DE	juv	0.1205	67.47891137	48.52596368	50.08854407
TCM_08379	0.375490014	0.766624397	Not DE	juv	0.9124	7.213601455	9.168457154	7.247342396
TCM_08380	-0.165272324	0.911550103	Not DE	juv	NA	285.1148867	266.5740238	285.4634616
TCM_08381	0.558435468	0.79262221	Not DE	juv	NA	25.06816226	17.40946684	12.90151013
TCM_08384	0.353166701	0.753852534	Not DE	juv	NA	6.681639397	6.688128669	5.285631359
TCM_08385	0.133109476	0.917358815	Not DE	juv	0.644	17.57152908	17.46818766	15.78955025
TCM_08386	0.208080211	0.805422925	Not DE	juv	0.1387	149.6786628	136.1608169	115.9602266
TCM_08388	0.438670431	0.759699975	Not DE	juv	0.001	9.445593423	3.538852503	2.708904688
TCM_08389	0.006543036	0.99716118	Not DE	juv	NA	4.863480647	1.576620242	1.650921976
TCM_08390	0.449642515	0.761110891	Not DE	juv	NA	4.054888274	1.749779418	1.32754975
TCM_08393	0.191468828	0.950604882	Not DE	juv	0.0782	2.316629134	0.935528374	0.850135162
TCM_08394	-10.43945851	0.000287072	M_limited	juv	0.7243	2.378828809	0	10.52763431
TCM_08396	-10.94943204	0.000209498	M_limited	juv	NA	3.421542183	0	14.41663967
TCM_08397	0.577726505	0.572308844	Not DE	juv	0.1149	31.01062988	48.03650071	32.94003543
TCM_08398	0.087222627	0.972828388	Not DE	juv	0.1198	4.573139213	5.078217073	5.098502145
TCM_08399	0.306398098	0.594064049	Not DE	juv	0.0754	98.37936722	142.7198782	116.1316153
TCM_08400	-0.203866408	0.771592198	Not DE	juv	0.1	25.9327856	34.96118523	39.97035257
TCM_08401	0.719328787	0.576983543	Not DE	juv	NA	13.88946213	22.2028164	13.64365642
TCM_08402	0.058599394	0.957497091	Not DE	juv	0.145	19.97071043	24.82227897	23.94145006
TCM_08403	0.220923385	0.718099015	Not DE	juv	1.0941	657.6695497	866.216673	738.6260156
TCM_08404	-0.010003589	0.992923945	Not DE	juv	NA	121.0848207	71.19612992	70.42806996
TCM_08405	-0.271524427	0.692039304	Not DE	juv	0.1078	27.86060081	24.16448037	28.81559854
TCM_08406	-0.33961007	0.641124483	Not DE	juv	0.111	36.1316434	41.43888807	51.50763989
TCM_08407	0.368291291	0.79762868	Not DE	juv	NA	13.88509226	21.63236353	16.98341403
TCM_08408	0.048924456	0.968695929	Not DE	juv	0.046	61.77611447	83.57699874	78.84359193
TCM_08409	-0.263980679	0.780080461	Not DE	juv	0.2475	11.05734004	11.97671421	14.36132693
TCM_08410	-1.07701026	0.275967495	Not DE	juv	NA	19.67094161	4.524954886	9.128564923
TCM_08411	0.157682693	0.901616856	Not DE	juv	NA	41.83483585	36.92758478	33.33863079
TCM_08412	0.151805578	0.937567165	Not DE	juv	0.0853	22.48992666	7.900310936	7.315580152
TCM_08413	-0.097645368	0.936973125	Not DE	juv	0.001	15.24897167	4.994318302	5.390391973
TCM_08414	-0.272762155	0.737771021	Not DE	juv	0.1175	139.0366489	171.6525597	202.4123856
TCM_08415	-0.124428407	0.9312342	Not DE	juv	0.5012	22.55653513	21.29247584	22.35315907
TCM_08416	-0.015491577	0.988007327	Not DE	juv	0.1134	40.84175926	34.30538557	33.63152361
TCM_08417	0.436149563	0.664955709	Not DE	juv	NA	4.073865501	5.809357636	4.302809187
TCM_08418	0.824301333	0.511954878	Not DE	juv	NA	3.269346506	4.959369063	2.889333716
TCM_08419	-0.467110623	0.518468775	Not DE	juv	0.3707	55.55408238	51.85135093	70.24359015
TCM_08420	0.528654154	0.620753683	Not DE	juv	NA	10.2693813	10.56751188	7.337371607
TCM_08421	0.029481831	0.986768664	Not DE	juv	0.1696	3.334560738	2.262183114	2.20447319
TCM_08422	0.808948403	0.536552266	Not DE	juv	NA	37.56802045	50.39697537	30.43329715
TCM_08423	-0.301266055	0.654809939	Not DE	juv	0.016	47.92753455	47.2078183	57.03197073
TCM_08425	-0.518057159	0.668451158	Not DE	juv	0.0959	458.9269337	199.4842283	272.3210286
TCM_08426	-0.38012614	0.600604885	Not DE	juv	0.8406	21.69976272	25.86770823	33.62050778
TCM_08427	-0.157342264	0.840015939	Not DE	juv	0.0246	16.13317761	11.49984865	12.71830858
TCM_08429	0.556347279	0.808363548	Not DE	juv	NA	21.15874544	1.086939101	0.714975475
TCM_08430	-0.137177111	0.891346485	Not DE	juv	0.1757	59.81552079	23.50014555	26.70637349
TCM_08431	-0.374768608	0.687064471	Not DE	juv	NA	26.16617858	19.49616087	24.44764393
TCM_08432	-0.528165437	0.598976959	Not DE	juv	NA	15.07079265	10.77350325	15.05448467
TCM_08433	0.301457757	0.626987993	Not DE	juv	NA	86.41006083	88.2190049	71.32669565
TCM_08434	-2.393671432	0.05330342	Not DE	juv	0.1098	2.884807165	1.832295904	9.464323963
TCM_08435	-0.024569929	0.989108388	Not DE	juv	0.1921	5.80829226	6.290667779	6.588349096
TCM_08436	-0.114884192	0.917363934	Not DE	juv	0.001	9.487477397	9.194686969	9.565815227
TCM_08438	0.565329585	0.701019473	Not DE	juv	0.5171	3.632701816	5.597221433	3.865648097
TCM_08439	-0.791251551	0.452784589	Not DE	juv	0.7242	34.87965361	28.39950916	47.59978276
TCM_08440	0.002595235	0.998992059	Not DE	juv	NA	1.135157034	1.125869749	1.101888378
TCM_08441	-0.379504322	0.629033469	Not DE	juv	NA	24.19813786	20.64392719	26.72184938
TCM_08442	-0.008699545	0.994087481	Not DE	juv	0.1827	7.295165022	8.345165689	8.526452038
TCM_08443	-0.025421916	0.977083979	Not DE	juv	0.0369	105.4089592	92.19577702	93.14533382
TCM_08444	0.24867744	0.726807286	Not DE	juv	0.0994	81.33995422	81.34875476	68.56426217
TCM_08447	-1.540071486	0.037664265	Any_m_biased	juv	0.2088	3.824129216	1.575044202	4.621374359
TCM_08448	0.681944113	0.556229984	Not DE	juv	NA	6.417954545	4.859456493	2.98853549
TCM_08449	0.714122049	0.608822138	Not DE	juv	0.3862	10.68513866	5.065800453	3.211674474
TCM_08450	0.827944673	0.240640208	Not DE	juv	0.0072	15.58956235	21.3410049	12.41818059
TCM_08451	2.102991104	0.333669699	Not DE	juv	NA	5.911899928	8.780573901	2.121746736
TCM_08453	-2.366021403	0.14639099	Not DE	juv	NA	2.545655736	0.459575508	2.16267981
TCM_08454	0.125495551	0.880421886	Not DE	juv	0.1105	81.98370585	76.22051336	68.41551472
TCM_08458	0.096665277	0.900411371	Not DE	juv	0.0259	138.6915566	143.1194639	131.6637795
TCM_08459	-0.527776	0.452784589	Not DE	juv	NA	28.89625644	18.65058408	26.09597794
TCM_08460	0.013664699	0.989794772	Not DE	juv	0.4295	31.83921784	44.8176137	43.79712874
TCM_08461	-0.180144067	0.835690888	Not DE	juv	0.0667	145.4805018	187.5209206	209.5333929
TCM_08462	-0.272504077	0.799000999	Not DE	juv	0.001	60.92193624	41.99593916	48.85788843
TCM_08463	0.236490977	0.805422925	Not DE	juv	0.1424	9.050102503	8.798075542	7.664361699
TCM_08464	-0.16951619	0.918758676	Not DE	juv	0.2507	10.35867485	5.608811257	6.027739903
TCM_08465	-0.01967377	0.991941955	Not DE	juv	NA	11.84187527	5.802965757	5.786394462
TCM_08466	-0.953366911	0.536552266	Not DE	juv	0.0334	3.23665045	1.043390487	2.133036548
TCM_08467	0.285982546	0.813563081	Not DE	juv	NA	4.831272488	5.288818278	4.494696164
TCM_08468	-0.012106836	0.992923945	Not DE	juv	NA	33.19311565	36.32565646	36.06822794
TCM_08470	-0.675170351	0.604297038	Not DE	juv	0.1173	5.328275372	1.132464536	1.821621736
TCM_08471	-0.152742173	0.840103445	Not DE	juv	0.001	31.25535289	37.34492356	40.90879753
TCM_08472	-0.896447649	0.254790931	Not DE	juv	0.0975	7.184170919	4.899849211	8.82664047
TCM_08473	-0.580938007	0.61724255	Not DE	juv	NA	1.594821553	1.114675067	1.647367512
TCM_08475	-0.349635837	0.83031124	Not DE	juv	NA	2.835319326	1.861836827	2.344935521
TCM_08477	-0.135851667	0.917772158	Not DE	juv	NA	8.165252171	3.711821743	4.048129455
TCM_08478	0.030289798	0.971645	Not DE	juv	0.2442	21.49306401	19.88841382	19.33896079
TCM_08479	-6.310498431	0.002013679	M_biased	juv	0.339	1.663993304	0.088291637	7.325913769
TCM_08480	-11.24920706	0.000233547	M_limited	juv	0.2845	5.446179445	0	18.62091162
TCM_08481	-12.11304029	1.37E-05	M_biased	juv	0.4935	29.90741808	0.017983223	110.8658143
TCM_08482	-1.74887539	0.372920113	Not DE	juv	0.2416	0.589551706	0.352421359	1.272765162
TCM_08483	0.155970544	0.882904408	Not DE	juv	NA	4.948274458	5.202546023	4.728872021
TCM_08485	-0.178213069	0.873161396	Not DE	juv	NA	12.59093116	5.606662874	6.369395739
TCM_08486	0.16465826	0.844464095	Not DE	juv	NA	124.7304022	140.5559307	126.4698698
TCM_08487	-0.193768256	0.891966497	Not DE	juv	NA	68.76946924	145.8341248	165.5393128
TCM_08488	-1.283315801	0.39123182	Not DE	juv	NA	28.4741194	13.70682979	31.73676849
TCM_08489	-2.28749493	0.622394075	Not DE	juv	NA	10.08821189	1.90091225	8.985333848
TCM_08490	0.155186606	0.901382514	Not DE	juv	0.1987	47.57787583	46.50470599	41.45331433
TCM_08491	0.617036009	0.624740653	Not DE	juv	0.2075	6.898732854	6.139201215	4.193082172
TCM_08492	0.131355586	0.971021086	Not DE	juv	0.4452	20.84001827	12.84148525	12.51268537
TCM_08493	0.049817254	0.978743995	Not DE	juv	NA	8.72868966	5.96134047	5.87657851
TCM_08494	-0.152210583	0.886727222	Not DE	juv	NA	17.90292822	15.14478662	16.2136941
TCM_08495	-0.260520699	0.718099015	Not DE	juv	0.2322	176.3456752	106.851301	124.4172461
TCM_08496	0.265935789	0.899155256	Not DE	juv	0.0183	2.631067125	1.608708032	1.404141413
TCM_08497	0.364967105	0.861188463	Not DE	juv	0.2358	3.988515755	9.935228472	7.482807762
TCM_08498	-0.184616286	0.817549923	Not DE	juv	0.1813	96.45378912	82.24165637	90.38548797
TCM_08499	0.098542717	0.943291585	Not DE	juv	0.001	7.432997625	9.825096847	9.375949185
TCM_08500	0.637793561	0.435097427	Not DE	juv	0.0542	19.71437308	20.34975858	13.41009999
TCM_08501	0.856204908	0.306007945	Not DE	juv	NA	11.09009575	10.85702367	6.124134564
TCM_08502	0.082772244	0.971638751	Not DE	juv	NA	5.622794774	8.629465523	8.223309386
TCM_08504	0.131869132	0.887262897	Not DE	juv	NA	13.74542024	16.89080919	15.33072987
TCM_08505	0.380074329	0.747220156	Not DE	juv	NA	5.217604737	7.437865063	5.754619189
TCM_08506	0.438149831	0.620753683	Not DE	juv	NA	16.49932336	18.8038961	14.38378284
TCM_08507	0.916844027	0.557475592	Not DE	juv	0.001	3.28931983	4.153426763	2.271271523
TCM_08508	0.232656355	0.830094824	Not DE	juv	0.0583	482.5726517	733.5859158	633.2101571
TCM_08509	-0.133653042	0.941696562	Not DE	juv	0.001	14.95239158	33.49802619	35.53366487
TCM_08510	-0.045777704	0.967200298	Not DE	juv	NA	143.73526	183.4035788	184.895389
TCM_08512	-0.224089198	0.776894091	Not DE	juv	0.001	56.22161886	49.39850605	57.2219762
TCM_08513	0.448090494	0.522078598	Not DE	juv	NA	17.21105027	22.06829511	16.08210369
TCM_08514	-0.504375174	0.83031124	Not DE	juv	NA	0.666708111	0.441428358	0.664836746
TCM_08515	-0.359227396	0.654032874	Not DE	juv	0.4846	40.8149751	21.57083653	27.16649291
TCM_08516	0.813701101	0.518468775	Not DE	juv	NA	1.31887173	3.23725856	1.794939501
TCM_08517	0.794098306	0.428648692	Not DE	juv	0.8048	1.728985419	3.895480371	2.20326267
TCM_08518	-0.513917819	0.553557846	Not DE	juv	NA	31.62230261	26.21347126	36.46015212
TCM_08520	-0.393317128	0.798923294	Not DE	juv	0.001	39.45374144	26.20133582	33.12187416
TCM_08521	0.045404794	0.96470392	Not DE	juv	0.2202	97.72607094	105.5828749	99.42666974
TCM_08522	-0.494066839	0.506699761	Not DE	juv	0.1088	18.2937324	18.70534599	26.32464065
TCM_08523	0.636310038	0.711600538	Not DE	juv	NA	1.768132459	1.522022261	1.015338694
TCM_08524	0.381189104	0.761748889	Not DE	juv	NA	11.52609393	8.162480929	6.533955095
TCM_08525	-2.909938677	0.038661142	M_biased	juv	0.1642	7.145529825	3.568976207	26.70386774
TCM_08526	0.177832437	0.8312048	Not DE	juv	0.001	13.79674381	16.68104677	14.41131843
TCM_08527	-0.099754582	0.9103048	Not DE	juv	0.0076	46.82639661	59.04672616	61.94381083
TCM_08528	-0.257336811	0.733757873	Not DE	juv	0.3382	9.313896693	11.95730942	13.93435394
TCM_08529	0.564120546	0.627039962	Not DE	juv	NA	5.721308076	4.47030107	3.112537422
TCM_08530	0.382948854	0.766624397	Not DE	juv	0.208	4.483730483	3.399780368	2.544958999
TCM_08531	1.03927951	0.703114169	Not DE	juv	NA	1.724411078	3.791510187	1.974181548
TCM_08532	0.03714313	0.987724244	Not DE	juv	0.001	41.37766334	28.55723503	29.73515757
TCM_08533	-0.850744019	0.594659972	Not DE	juv	0.3554	7.284206366	5.012430288	9.346813976
TCM_08534	-0.237262941	0.819436588	Not DE	juv	0.1539	11.38550531	12.61869986	15.12328922
TCM_08535	-0.436504444	0.473719368	Not DE	juv	0.2581	66.24634682	38.98955572	51.93614834
TCM_08536	-0.615953713	0.546867016	Not DE	juv	NA	22.36856726	14.71174983	21.82126974
TCM_08537	-4.438307449	0.014239389	M_biased	juv	NA	0.317725547	0.052682872	1.277744308
TCM_08538	-0.167442277	0.814487248	Not DE	juv	0.0681	55.91489099	60.4508534	66.06130618
TCM_08540	0.406307273	0.521135927	Not DE	juv	0.1327	168.0494278	179.4793465	136.2297367
TCM_08541	0.573161266	0.657857643	Not DE	juv	NA	8.031053458	10.97911858	7.492269511
TCM_08543	-0.554173861	0.564856769	Not DE	juv	0.5279	34.95565572	17.06766806	24.17924159
TCM_08545	-0.517847216	0.498523982	Not DE	juv	NA	24.33727107	17.03611951	23.52407369
TCM_08548	-1.182526743	0.536552266	Not DE	juv	0.1374	16.14336964	5.155122572	10.88077003
TCM_08550	-0.149554349	0.841634798	Not DE	juv	0.0766	17.13061279	14.50087738	15.85244133
TCM_08551	-0.638162241	0.321851847	Not DE	juv	0.3264	20.66308233	16.99324903	25.74826275
TCM_08552	-10.13150121	9.02E-06	M_biased	juv	0.499	15.30442893	0.053088991	67.04294942
TCM_08553	-0.122798595	0.881199823	Not DE	juv	0.0883	34.71075249	31.4221086	34.28210926
TCM_08554	-0.228378587	0.810034605	Not DE	juv	0.5105	34.40762569	36.99765073	41.54121116
TCM_08557	-1.889108119	0.019350142	Any_m_biased	juv	NA	4.430959031	1.57410526	5.793507265
TCM_08558	-6.11963069	2.17E-05	M_biased	juv	0.8199	16.24355001	0.902009859	65.0097721
TCM_08559	0.045977654	0.9831869	Not DE	juv	0.001	46.43998422	49.36501149	46.28619797
TCM_08560	0.168695256	0.836976677	Not DE	juv	0.6719	37.44367213	39.55388457	35.58948329
TCM_08561	0.062162089	0.960131811	Not DE	juv	NA	40.10270988	53.30184838	50.59497018
TCM_08562	0.872812194	0.521348837	Not DE	juv	NA	10.95532726	12.97167417	7.43461413
TCM_08563	-0.126371092	0.879431342	Not DE	juv	0.1953	33.49807235	43.00248304	46.67651392
TCM_08564	0.60760414	0.822620621	Not DE	juv	NA	1.768447624	3.746810503	2.350934989
TCM_08565	0.974962223	0.452784589	Not DE	juv	NA	3.899780269	4.825291187	2.52086434
TCM_08566	0.500008279	0.608549131	Not DE	juv	NA	13.94759084	12.82493955	9.241737164
TCM_08567	-0.275963651	0.780080461	Not DE	juv	NA	61.65991696	51.76636334	60.15671709
TCM_08568	-0.12383854	0.856582509	Not DE	juv	0.5263	51.93046472	57.96228852	63.13536321
TCM_08569	0.152062056	0.93454058	Not DE	juv	0.001	3.039659329	2.605488827	2.461556275
TCM_08570	-11.44928022	2.17E-05	M_biased	juv	NA	17.75793248	0.017983223	70.67572444
TCM_08572	0.119198537	0.846335188	Not DE	juv	0.0695	50.60544061	48.50178108	43.59469102
TCM_08573	0.105710219	0.911550103	Not DE	juv	NA	21.53120127	15.57950392	13.98152358
TCM_08574	0.556069346	0.442823616	Not DE	juv	0.1046	15.44181933	13.79100088	9.197520968
TCM_08575	-11.51758641	5.29E-05	M_biased	juv	NA	23.03654079	0.017528665	76.59838561
TCM_08576	-11.39588655	2.17E-05	M_biased	juv	NA	31.27274193	0.035966446	116.3796487
TCM_08577	0.51535984	0.556229984	Not DE	juv	NA	40.14793646	41.0315224	29.07153365
TCM_08578	0.015737046	0.994087481	Not DE	juv	0.1836	3.870579168	1.729426529	1.703466724
TCM_08579	-0.163401045	0.913474269	Not DE	juv	NA	8.249703506	6.855601634	7.651546426
TCM_08581	0.210863257	0.910383121	Not DE	juv	0.0825	0.922860399	0.60342268	0.529450264
TCM_08583	-0.297715193	0.679047869	Not DE	juv	0.1582	199.1856975	154.291951	184.7994986
TCM_08584	-0.360406128	0.910755386	Not DE	juv	NA	46.31919597	72.46098235	88.25526078
TCM_08585	-2.367505904	0.071953827	Not DE	juv	NA	37.28651108	4.687607214	22.35976576
TCM_08586	0.287688525	0.701624728	Not DE	juv	0.209	19.01829629	14.18741596	11.50506803
TCM_08587	-0.263209162	0.753722404	Not DE	juv	0.1072	20.13347863	19.70495199	23.10378673
TCM_08589	-1.036637668	0.429601574	Not DE	juv	0.0946	8.036142495	3.580760087	7.172603658
TCM_08590	-1.305231384	0.311883824	Not DE	juv	NA	10.06450883	2.713871029	6.578824083
TCM_08591	0.255266852	0.822620621	Not DE	juv	NA	31.78519135	42.72747558	35.65422064
TCM_08592	0.444574708	0.752278863	Not DE	juv	0.1443	85.1294472	66.03751763	48.04536933
TCM_08594	0.366868593	0.661592001	Not DE	juv	NA	22.94634044	32.22087915	24.71758518
TCM_08595	0.279873103	0.811029867	Not DE	juv	NA	101.6409649	160.1167009	128.4693615
TCM_08596	-0.516304786	0.644290601	Not DE	juv	0.4986	6.98913081	9.604124176	13.31443838
TCM_08597	0.410609782	0.784864558	Not DE	juv	NA	16.49059112	12.10225183	9.502419201
TCM_08598	-0.681024331	0.743042829	Not DE	juv	0.1579	9.102373434	4.481890117	6.962595436
TCM_08599	0.416464618	0.569910683	Not DE	juv	0.2266	39.31918999	39.37504631	29.38672351
